Bod1Cis, Bod2Cis, CasCesty, Dlzka, Druh, Hmot, Loko, MeskanieOdchod, PocNaprav, PocVoznov, Vlak
34652800, 34662700, 270, 166, R, 359, 3620, -198, 28, 7, 848
34652800, 34662700, 270, 90, Ex, 169, 4800, -24, 12, 1, 1350
34652800, 34662700, 270, 90, Ex, 169, 4800, -473, 12, 1, 1356
34652800, 34662700, 270, 90, Ex, 169, 4800, -1307, 12, 1, 1358
34652800, 34662700, 270, 90, Ex, 169, 4800, -418, 12, 1, 1362
34652800, 34662700, 270, 90, Ex, 169, 4800, -225, 12, 1, 1366
34652800, 34662700, 360, 98, Os, 224, 4600|4602, -77, 16, 4, 3204
34652800, 34662700, 360, 98, Os, 224, 4600|4602, -1093, 16, 4, 3208
34652800, 34662700, 360, 98, Os, 224, 4600|4602, -589, 16, 4, 3210
34652800, 34662700, 360, 98, Os, 224, 4600|4602, -372, 16, 4, 3212
34652800, 34662700, 360, 98, Os, 224, 4600|4602, -501, 16, 4, 3214
34652800, 34662700, 360, 98, Os, 224, 4600|4602, -11, 16, 4, 3222
34652800, 34662700, 360, 98, Os, 224, 1630|4602, -359, 16, 4, 3224
34652800, 34662700, 360, 98, Os, 224, 4600|4602, 0, 16, 4, 3226
34652800, 34662700, 360, 98, Os, 224, 4600|4602, -15, 16, 4, 3228
34652800, 34662700, 360, 91, Os, 212, 1630, -607, 16, 4, 3232
34652800, 34662700, 360, 98, Os, 224, 4600|4602, -133, 16, 4, 3234
34652800, 34662700, 360, 98, Os, 224, 1630|4602, -11, 16, 4, 3236
34652800, 34662700, 360, 98, Os, 224, 1630|4602, -40, 16, 4, 3236
34652800, 34662700, 330, 91, Os, 212, 1630, -680, 16, 4, 3302
34652800, 34662700, 360, 91, Os, 212, 1630, -223, 16, 4, 3330
34652800, 34662700, 360, 98, Os, 224, 4600|4602, -90, 16, 4, 3332
34652800, 34662700, 360, 98, Os, 224, 4600|4602, -19, 16, 4, 3334
34652800, 34662700, 360, 98, Os, 224, 4600|4602, -62, 16, 4, 3338
34652800, 34662700, 420, 542, Nex, 1164, 3700, -24724, 110, 19, 40501
34652800, 34662700, 420, 412, Nex, 2278, 7530|7530, -15820, 116, 29, 40749
34652800, 34662700, 420, 0, Nex, 0, 3630, -26580, 0, 0, 41721
34652800, 34662700, 420, 0, Nex, 0, , -81540, 0, 0, 42511
34652800, 34662700, 420, 533, Nex, 1301, 2160, 969, 94, 16, 42511
34652800, 34662700, 420, 0, Nex, 0, 3630, 3120, 0, 0, 43401
34652800, 34662700, 420, 301, Nex, 439, 3630, -262, 64, 16, 45043
34652800, 34662700, 420, 511, Nex, 1588, 3630, -2714, 88, 22, 45047
34652800, 34662700, 420, 0, Pn, 0, 3630, -79020, 0, 0, 46757
34652800, 34662700, 420, 564, Nex, 683, 3700, -1433, 88, 33, 46765
34652800, 34662700, 420, 559, Nex, 872, 3700, 21, 83, 21, 46771
34652800, 34662700, 420, 555, Pn, 1915, 3630, -4230, 88, 22, 46779
34652800, 34662700, 420, 0, Pn, 0, , -14400, 0, 0, 47001
34652800, 34662700, 420, 591, Pn, 2217, 3266, -43669, 180, 45, 47001
34652800, 34662700, 360, 385, Pn, 2005, 3266, -58705, 108, 27, 47005
34652800, 34662700, 420, 494, Nex, 1854, 3266, -62337, 100, 25, 47041
34652800, 34662700, 480, 428, Nex, 1972, 7440, -45454, 120, 30, 47045
34652800, 34662700, 420, 273, Nex, 550, 3266, -30899, 84, 21, 47049
34652800, 34662700, 420, 494, Nex, 1871, 3266, -32776, 100, 25, 47049
34652800, 34662700, 420, 0, Nex, 0, 3266, -96720, 0, 0, 47053
34652800, 34662700, 420, 0, Nex, 0, 3266, -74520, 0, 0, 47053
34652800, 34662700, 420, 432, Nex, 1052, 1930|7530, -48127, 112, 28, 47855
34652800, 34662700, 360, 519, Nex, 660, 2230, -52549, 100, 25, 48055
34652800, 34662700, 360, 372, Pn, 2050, 1890, -9296, 104, 26, 48071
34652800, 34662700, 360, 383, Pn, 2039, 7530|7530, -3399, 108, 27, 48071
34652800, 34662700, 480, 277, Pn, 1503, 1890, -18940, 76, 19, 48073
34652800, 34662700, 360, 544, Nex, 890, 3630, -2950, 72, 18, 48151
34652800, 34662700, 420, 0, Pn, 0, 1300, -25380, 0, 0, 48225
34652800, 34662700, 420, 0, Pn, 0, 1300, -78480, 0, 0, 48225
34652800, 34662700, 360, 600, Pn, 1146, 3630, -4832, 70, 23, 49405
34652800, 34662700, 360, 521, Pn, 1011, 3630, 8900, 61, 20, 49405
34652800, 34662700, 420, 466, Pn, 1313, 3630, -58991, 68, 17, 54462
34652800, 34662700, 360, 305, Pn, 1615, 3630, -1293, 84, 21, 56083
34652800, 34662700, 360, 312, Pn, 1604, 3630, -38040, 88, 22, 56321
34652800, 34662700, 360, 298, Pn, 1563, 3630, -2622, 84, 21, 56321
34652800, 34662700, 360, 417, Pn, 1795, 3650, -31329, 92, 23, 56629
34652800, 34662700, 420, 540, Pn, 2309, 1500, -33072, 152, 38, 56729
34652800, 34662700, 600, 421, Pn, 747, 1210, -29677, 92, 23, 57259
34652800, 34662700, 420, 371, Nex, 596, 3630, -2727, 76, 19, 57268
34652800, 34662700, 270, 39, Lv, 176, 3700|3700, -5757, 8, 2, 57277
34652800, 34662700, 300, 19, Lv, 89, 3830, -39425, 4, 1, 57331
34652800, 34662700, 360, 593, Nex, 2087, 3700, -26371, 164, 41, 57363
34652800, 34662700, 300, 602, Pn, 2128, 7420|7420, -17426, 132, 33, 57493
34652800, 34662700, 360, 18, Lv, 85, 1230, -5585, 4, 1, 57522
34652800, 34662700, 360, 44, Lv, 224, 1500|7400|7420, -69121, 12, 3, 57601
34652800, 34662700, 420, 317, Pn, 537, 7530, -5042, 80, 20, 57608
34652800, 34662700, 360, 614, Pn, 2071, 7530|7530, -5814, 108, 27, 57637
34652800, 34662700, 420, 312, Pn, 1604, 3630, -3786, 88, 22, 57737
34652800, 34662700, 480, 20, Lv, 85, 3650, 11066, 4, 1, 58083
34652800, 34662700, 360, 529, Pn, 2241, 1930, -8458, 148, 37, 58315
34652800, 34662700, 420, 28, Lv, 67, 2240, -4969, 5, 1, 58364
34652800, 34662700, 450, 552, Nex, 1034, 1300, -8575, 116, 22, 60102
34652800, 34662700, 450, 116, Nex, 369, 1300, -6539, 30, 8, 60102
34652800, 34662700, 360, 261, Nex, 803, 1300, 6588, 64, 18, 60209
34652800, 34662700, 420, 0, Nex, 0, 1630, -9660, 0, 0, 60400
34652800, 34662700, 420, 18, Lv, 85, 1630, -44957, 4, 1, 60400
34652800, 34662700, 390, 0, Nex, 0, 1630, -13500, 0, 0, 60402
34652800, 34662700, 420, 480, Nex, 1800, 1300, 2236, 96, 24, 60409
34652800, 34662700, 420, 258, Nex, 1011, 1300, 6172, 56, 14, 60409
34652800, 34662700, 360, 0, Nex, 0, 1630, -76860, 0, 0, 60413
34652800, 34662700, 390, 165, Pn, 681, 3630, -353, 44, 11, 62000
34652800, 34662700, 450, 497, Pn, 950, 3630, -3908, 144, 36, 62002
34652800, 34662700, 450, 0, Pn, 0, 1300, -36180, 0, 0, 62022
34652800, 34662700, 540, 503, Pn, 1720, 1300, 2295, 116, 29, 62172
34652800, 34662700, 420, 0, Pn, 0, 3630, -35040, 0, 0, 65523
34652800, 34662700, 420, 430, Pn, 2482, 1810|7530, -29804, 128, 32, 69230
34652800, 34662700, 480, 202, Mn, 695, 7310, -43519, 36, 9, 81110
34652800, 34662700, 450, 0, Mn, 0, 7310, -64800, 0, 0, 81112
34652800, 38042800, 330, 172, Ex, 388, 1098, -907, 28, 7, 112
34652800, 38042800, 330, 251, Ex, 546, 1510, -558, 40, 10, 114
34652800, 38042800, 330, 228, Ex, 492, 1510, -1381, 36, 9, 116
34652800, 38042800, 330, 174, Ex, 382, 3800, -629, 28, 7, 120
34652800, 38042800, 330, 144, Ex, 335, 3800, -452, 24, 6, 122
34652800, 38042800, 330, 171, Ex, 390, 3800, -419, 28, 7, 124
34652800, 38042800, 330, 224, Ex, 502, 3800, -918, 36, 9, 126
34652800, 38042800, 330, 198, Ex, 442, 3800, -563, 32, 8, 128
34652800, 38042800, 330, 172, Ex, 381, 1510, -795, 28, 7, 140
34652800, 38042800, 330, 174, Ex, 397, 1510, -703, 28, 7, 142
34652800, 38042800, 330, 202, Ex, 451, 1510, -607, 32, 8, 144
34652800, 38042800, 330, 199, Ex, 444, 3505, -847, 32, 8, 220
34652800, 38042800, 360, 185, Ex, 412, 6800|6820|6830|6840, -2890, 28, 7, 240
34652800, 38042800, 330, 409, Ex, 833, 3830, -120, 64, 16, 442
34652800, 38042800, 330, 200, Ex, 452, 1510, -1289, 32, 8, 502
34652800, 38042800, 330, 185, Ex, 412, 6800|6820|6830|6840, -307, 28, 7, 504
34652800, 38042800, 330, 185, Ex, 412, 6800|6820|6830|6840, -230, 28, 7, 506
34652800, 38042800, 330, 185, Ex, 412, 1510|3800|6800|6840, -862, 28, 7, 510
34652800, 38042800, 330, 185, Ex, 412, 6800|6820|6830|6840, -287, 28, 7, 512
34652800, 38042800, 330, 174, Ex, 389, 3710, -599, 28, 7, 514
34652800, 38042800, 330, 185, Ex, 412, 6800|6820|6830|6840, -66, 28, 7, 516
34652800, 38042800, 330, 197, Ex, 446, 3505, -902, 32, 8, 520
34652800, 38042800, 330, 223, Ex, 486, 3800, -196, 36, 9, 522
34652800, 38042800, 330, 174, Ex, 390, 1510, -723, 28, 7, 544
34652800, 38042800, 330, 96, Ex, 241, 1510, -88, 16, 4, 546
34652800, 38042800, 330, 91, R, 215, 1502, -186, 16, 4, 640
34652800, 38042800, 330, 229, Ex, 491, 1620, -86, 36, 9, 1000
34652800, 38042800, 360, 255, Ex, 541, 1620, -918, 40, 10, 1002
34652800, 38042800, 330, 225, Ex, 544, 1620, -1096, 40, 10, 1004
34652800, 38042800, 390, 229, Ex, 494, 1620, -1661, 36, 9, 1006
34652800, 38042800, 330, 229, Ex, 495, 1620, -1721, 36, 9, 1008
34652800, 38042800, 330, 229, Ex, 487, 1620, -2003, 36, 9, 1010
34652800, 38042800, 330, 229, Ex, 490, 1620, -1281, 36, 9, 1012
34652800, 38042800, 360, 229, Ex, 491, 1620, -2014, 36, 9, 1014
34652800, 38042800, 330, 255, Ex, 541, 1620, -837, 40, 10, 1016
34652800, 38042800, 330, 229, Ex, 494, 1620, -909, 36, 9, 1018
34652800, 38042800, 330, 334, Ex, 699, 1620, -525, 52, 13, 1020
34652800, 38042800, 1890, 44, Sv, 131, 1502, -2340, 8, 2, 1300
34652800, 38042800, 330, 98, Sp, 224, 4600|4602, -871, 16, 4, 1714
34652800, 38042800, 330, 98, Sp, 224, 4600|4602, -527, 16, 4, 1716
34652800, 38042800, 420, 0, Nex, 0, , -79320, 0, 0, 41700
34652800, 38042800, 420, 669, Nex, 1677, 1930, -606, 118, 20, 42338
34652800, 38042800, 480, 0, Nex, 0, 1300, 0, 0, 0, 43209
34652800, 38042800, 480, 591, Nex, 876, 1300, 5391, 92, 38, 43209
34652800, 38042800, 480, 0, Nex, 0, , -79200, 0, 0, 45730
34652800, 38042800, 480, 114, Nex, 328, 1300|3630, -52980, 32, 10, 45732
34652800, 38042800, 480, 558, Nex, 665, 1300, -50204, 96, 24, 47201
34652800, 38042800, 540, 381, Nex, 2092, 1630, -20243, 116, 29, 47334
34652800, 38042800, 420, 0, Nex, 0, 1300, -55560, 0, 0, 48330
34652800, 38042800, 420, 607, Nex, 1167, 1300, 8194, 80, 20, 48330
34652800, 38042800, 480, 0, Nex, 0, 1630, -79440, 0, 0, 48358
34652800, 38042800, 600, 0, Nex, 0, 1300, -12360, 0, 0, 48706
34652800, 38042800, 420, 0, Pn, 0, 1630, -60960, 0, 0, 48738
34652800, 38042800, 420, 311, Pn, 1638, 1300, 3296, 84, 21, 56448
34652800, 38042800, 480, 436, Pn, 1430, 1300, -21837, 88, 22, 56970
34652800, 38042800, 420, 249, Pn, 1303, 1300, -290, 68, 17, 57196
34652800, 38042800, 600, 14, Lv, 64, 7420, -562, 4, 1, 57452
34652800, 38042800, 420, 302, Pn, 1701, 7420, -19091, 88, 22, 57490
34652800, 38042800, 390, 252, Pn, 581, 1810, -7430, 78, 19, 57622
34652800, 38042800, 390, 210, Pn, 419, 1300, -13596, 64, 16, 57646
34652800, 38042800, 420, 516, Pn, 1963, 1300, -13553, 104, 26, 58026
34652800, 38042800, 420, 348, Pn, 546, 3630, -13134, 92, 23, 58116
34652800, 38042800, 420, 371, Pn, 2054, 7530|7530, -8834, 108, 27, 58214
34652800, 38042800, 420, 20, Lv, 89, 1930, -3609, 4, 1, 58270
34652800, 38042800, 600, 288, Pn, 634, 1630, 2829, 84, 21, 58294
34652800, 38042800, 420, 331, Pn, 534, 7420, -10955, 84, 21, 58408
34652800, 38042800, 390, 423, Pn, 865, 1630|1820, -8626, 124, 31, 58484
34652800, 38042800, 330, 107, Nex, 231, 1630, -331, 18, 5, 60050
34652800, 38042800, 360, 66, Nex, 164, 1630, 46, 12, 3, 60052
34652800, 38042800, 420, 101, Nex, 192, 3630, 127, 16, 7, 60054
34652800, 38042800, 420, 101, Nex, 192, 3630, 230, 16, 7, 60054
34652800, 38042800, 420, 299, Nex, 965, 1300, -1454, 50, 13, 60100
34652800, 38042800, 660, 18, Nex, 85, 3630, 2422, 4, 1, 60106
34652800, 38042800, 420, 591, Nex, 1421, 1630, 676, 106, 23, 61010
34652800, 38042800, 420, 644, Nex, 1416, 1630, 305, 118, 26, 61010
34652800, 38042800, 420, 611, Pn, 1681, 1300, 154, 158, 47, 62010
34652800, 38042800, 420, 570, Pn, 1013, 1300, 287, 156, 47, 62010
34652800, 38042800, 600, 448, Pn, 1662, 1630, -4893, 116, 28, 62012
34652800, 38042800, 480, 517, Pn, 1380, 1300, -36, 116, 33, 62014
34652800, 38042800, 480, 556, Pn, 1697, 1300, -1633, 124, 31, 62016
34652800, 38042800, 420, 0, Pn, 0, 1630|3630, -31740, 0, 0, 64000
34652800, 38042800, 420, 304, Pn, 1733, 1200, -4050, 90, 22, 64400
34652800, 38042800, 420, 0, Pn, 0, 1300, -33480, 0, 0, 64600
34652800, 38042800, 390, 0, Nex, 0, 3830|7539, -76260, 0, 0, 69510
34652800, 38042800, 390, 336, Nex, 735, 3830, -37110, 104, 26, 69510
34652800, 38042800, 480, 14, Sluz, 24, 4390, -3561, 2, 1, 162014
34662700, 34652800, 300, 150, Ex, 341, 3800, -540, 24, 6, 100
34662700, 34652800, 300, 150, Ex, 351, 3800, -780, 24, 6, 102
34662700, 34652800, 300, 150, Ex, 349, 3800, -600, 24, 6, 104
34662700, 34652800, 300, 150, Ex, 356, 3800, -180, 24, 6, 130
34662700, 34652800, 300, 178, Ex, 416, 3800, -2700, 28, 7, 406
34662700, 34652800, 300, 177, Ex, 420, 3800, 360, 28, 7, 406
34662700, 34652800, 300, 122, Ex, 289, 3800, -360, 20, 5, 590
34662700, 34652800, 330, 166, R, 358, 3620, -540, 28, 7, 821
34662700, 34652800, 330, 166, R, 359, 3620, -720, 28, 7, 823
34662700, 34652800, 330, 166, R, 359, 3620, -900, 28, 7, 825
34662700, 34652800, 330, 166, R, 359, 3620, -660, 28, 7, 827
34662700, 34652800, 330, 215, R, 449, 3620, -540, 36, 9, 829
34662700, 34652800, 330, 215, R, 449, 3620, -120, 36, 9, 831
34662700, 34652800, 330, 240, R, 493, 3620, -600, 40, 10, 833
34662700, 34652800, 330, 240, R, 493, 3620, -960, 40, 10, 835
34662700, 34652800, 330, 215, R, 449, 3620, -780, 36, 9, 837
34662700, 34652800, 330, 191, R, 403, 3620, -900, 32, 8, 839
34662700, 34652800, 330, 215, R, 449, 3620, -660, 36, 9, 841
34662700, 34652800, 330, 164, R, 351, 3620, -540, 28, 7, 843
34662700, 34652800, 330, 166, R, 359, 3620, -840, 28, 7, 845
34662700, 34652800, 330, 166, R, 359, 3620, 0, 28, 7, 849
34662700, 34652800, 330, 166, R, 359, 3620, -120, 28, 7, 849
34662700, 34652800, 330, 166, R, 358, 3620, -360, 28, 7, 849
34662700, 34652800, 450, 17, Sv, 83, 1502, 300, 4, 1, 1301
34662700, 34652800, 300, 90, Ex, 169, 4800, -180, 12, 1, 1351
34662700, 34652800, 300, 90, Ex, 169, 4800, -1200, 12, 1, 1357
34662700, 34652800, 300, 90, Ex, 169, 4800, -1200, 12, 1, 1359
34662700, 34652800, 300, 90, Ex, 169, 4800, -480, 12, 1, 1361
34662700, 34652800, 300, 90, Ex, 169, 4800, -360, 12, 1, 1367
34662700, 34652800, 300, 90, Ex, 169, 4800, -360, 12, 1, 1367
34662700, 34652800, 330, 98, Os, 224, 4600|4602, -360, 16, 4, 3203
34662700, 34652800, 330, 98, Os, 224, 4600|4602, -120, 16, 4, 3205
34662700, 34652800, 360, 98, Os, 224, 4600|4602, -240, 16, 4, 3211
34662700, 34652800, 330, 98, Os, 224, 4600|4602, -300, 16, 4, 3225
34662700, 34652800, 330, 98, Os, 224, 4600|4602, -360, 16, 4, 3227
34662700, 34652800, 330, 98, Os, 224, 4600|4602, 0, 16, 4, 3229
34662700, 34652800, 330, 98, Os, 224, 4600|4602, 60, 16, 4, 3233
34662700, 34652800, 330, 98, Os, 224, 4600|4602, -240, 16, 4, 3235
34662700, 34652800, 330, 98, Os, 224, 4600|4602, -60, 16, 4, 3237
34662700, 34652800, 330, 98, Os, 224, 1630|4602, -240, 16, 4, 3239
34662700, 34652800, 330, 91, Os, 212, 1630, 0, 16, 4, 3301
34662700, 34652800, 330, 91, Os, 212, 1630, 60, 16, 4, 3303
34662700, 34652800, 330, 91, Os, 212, 1630, 0, 16, 4, 3307
34662700, 34652800, 330, 98, Os, 224, 4600|4602, -60, 16, 4, 3325
34662700, 34652800, 330, 98, Os, 224, 4600|4602, -60, 16, 4, 3325
34662700, 34652800, 330, 98, Os, 224, 4600|4602, -60, 16, 4, 3331
34662700, 34652800, 330, 98, Os, 224, 4600|4602, -180, 16, 4, 3333
34662700, 34652800, 330, 98, Os, 224, 4600|4602, -600, 16, 4, 3335
34662700, 34652800, 330, 98, Os, 224, 4600|4602, -360, 16, 4, 3337
34662700, 34652800, 540, 509, Nex, 990, 3700, -8880, 104, 18, 40502
34662700, 34652800, 480, 17, Lv, 87, 3630, -4740, 4, 1, 41720
34662700, 34652800, 360, 533, Nex, 1371, 2160, -18120, 94, 16, 42510
34662700, 34652800, 540, 0, Lv, 0, 3630, -78600, 0, 0, 43400
34662700, 34652800, 480, 169, Nex, 307, 3630, 5760, 24, 6, 45220
34662700, 34652800, 480, 225, Nex, 629, 3630, -19380, 56, 14, 45222
34662700, 34652800, 420, 430, Nex, 1109, 3700, -23040, 62, 24, 46754
34662700, 34652800, 360, 17, Lv, 87, 3630, -62220, 4, 1, 46800
34662700, 34652800, 540, 430, Nex, 2448, 3266, -7680, 140, 35, 47002
34662700, 34652800, 360, 494, Nex, 968, 3266, -54420, 144, 36, 47006
34662700, 34652800, 360, 197, Nex, 338, 3266, -32460, 52, 13, 47006
34662700, 34652800, 360, 589, Nex, 1014, 2160, -23700, 168, 42, 47042
34662700, 34652800, 540, 564, Nex, 1113, 2160, -44940, 168, 42, 47050
34662700, 34652800, 420, 519, Pn, 1707, 3266, -38820, 100, 25, 48056
34662700, 34652800, 420, 282, Pn, 550, 3630, 780, 64, 16, 48058
34662700, 34652800, 420, 184, Pn, 475, 7530|7530, -18180, 56, 14, 48072
34662700, 34652800, 360, 0, Pn, 0, 1300, -74520, 0, 0, 48224
34662700, 34652800, 387, 284, Pn, 511, 3630, 0, 80, 20, 55546
34662700, 34652800, 420, 384, Pn, 643, 1500, -78720, 100, 25, 56250
34662700, 34652800, 600, 497, Pn, 2576, 1500, -62880, 132, 33, 56710
34662700, 34652800, 480, 370, Nex, 2081, 3700, -18900, 104, 26, 56886
34662700, 34652800, 420, 499, Nex, 648, 3700, -39180, 64, 16, 56932
34662700, 34652800, 480, 503, Nex, 1124, 7530|7530, -23850, 110, 19, 57032
34662700, 34652800, 480, 344, Pn, 728, 1890, -38700, 100, 25, 57184
34662700, 34652800, 600, 54, Sluz, 143, 1210, -6600, 11, 2, 57228
34662700, 34652800, 600, 254, Pn, 600, 7420, -1080, 70, 18, 57254
34662700, 34652800, 420, 574, Nex, 1601, 7530|7530, -22380, 122, 22, 57518
34662700, 34652800, 420, 371, Pn, 1309, 3630, 2760, 76, 19, 57559
34662700, 34652800, 480, 558, Pn, 748, 3650, -8700, 112, 28, 57752
34662700, 34652800, 480, 17, Lv, 87, 3630, -6060, 4, 1, 58121
34662700, 34652800, 480, 471, Nex, 1050, 1890|7400|7400, -7980, 106, 18, 58178
34662700, 34652800, 300, 19, Lv, 89, 3700, 1410, 4, 1, 58452
34662700, 34652800, 540, 304, Nex, 561, 1230, 2100, 66, 16, 60105
34662700, 34652800, 480, 316, Nex, 428, 1300, 2460, 54, 14, 60208
34662700, 34652800, 480, 301, Nex, 414, 1300, -1500, 52, 15, 60408
34662700, 34652800, 480, 65, Nex, 142, 1300, 480, 12, 3, 60408
34662700, 34652800, 480, 0, Nex, 0, 1630, -76980, 0, 0, 60412
34662700, 34652800, 420, 371, Nex, 1310, 3630, -3060, 76, 19, 61521
34662700, 34652800, 420, 397, Pn, 1129, 3630, -2940, 84, 22, 62003
34662700, 34652800, 540, 422, Pn, 816, 1300, 1140, 106, 29, 62173
34662700, 34652800, 540, 381, Pn, 726, 1300, 1800, 88, 22, 62173
34662700, 34652800, 540, 374, Pn, 2033, 3630, -18180, 116, 29, 64101
34662700, 34652800, 600, 329, Pn, 1516, 3630, -37860, 76, 19, 65522
34662700, 34652800, 420, 495, Pn, 1034, 1810|7530, -35220, 148, 37, 69231
34662700, 34652800, 600, 16, Mn, 69, 7310, -46680, 4, 1, 81111
34662700, 34652800, 660, 0, Mn, 0, 7310, -72120, 0, 0, 81113
34662700, 34652800, 330, 17, Sv, 87, 3620, 1740, 4, 1, 90047
34662700, 38042800, 180, 90, Ex, 169, 4800, -24, 12, 1, 1350
34662700, 38042800, 180, 90, Ex, 169, 4800, -473, 12, 1, 1356
34662700, 38042800, 180, 90, Ex, 169, 4800, -1307, 12, 1, 1358
34662700, 38042800, 180, 90, Ex, 169, 4800, -418, 12, 1, 1362
34662700, 38042800, 180, 90, Ex, 169, 4800, -225, 12, 1, 1366
34662700, 38042800, 180, 98, Os, 224, 4600|4602, -1093, 16, 4, 3208
34662700, 38042800, 180, 98, Os, 224, 4600|4602, -11, 16, 4, 3222
34662700, 38042800, 180, 98, Os, 224, 4600|4602, 0, 16, 4, 3226
34662700, 38042800, 180, 98, Os, 224, 4600|4602, -15, 16, 4, 3228
34662700, 38042800, 180, 98, Os, 224, 4600|4602, -90, 16, 4, 3332
34662700, 38042800, 180, 98, Os, 224, 4600|4602, -19, 16, 4, 3334
34662700, 38042800, 180, 98, Os, 224, 4600|4602, -62, 16, 4, 3338
34662700, 38042800, 300, 552, Nex, 1034, 1300, -8575, 116, 22, 60102
34662700, 38042800, 300, 116, Nex, 369, 1300, -6539, 30, 8, 60102
34662700, 38042800, 300, 0, Nex, 0, 1630, -9660, 0, 0, 60400
34662700, 38042800, 300, 18, Lv, 85, 1630, -44957, 4, 1, 60400
34662700, 38042800, 300, 0, Nex, 0, 1630, -13500, 0, 0, 60402
34662700, 38042800, 270, 0, Pn, 0, 1300, -36180, 0, 0, 62022
34694000, 33064700, 660, 29, Os, 47, 8140, -11, 4, 2, 23300
34694000, 33064700, 660, 29, Os, 47, 8140, -10, 4, 2, 23302
34694000, 33064700, 660, 29, Os, 47, 8140, -14, 4, 2, 23304
34694000, 33064700, 660, 29, Os, 47, 8140, -31, 4, 2, 23306
34694000, 33064700, 660, 29, Os, 47, 8140, -403, 4, 2, 23308
34694000, 33064700, 660, 28, Os, 47, 8140, -308, 4, 2, 23310
34694000, 33064700, 660, 29, Os, 47, 8140, -228, 4, 2, 23312
34694000, 33064700, 660, 29, Os, 47, 8140, -386, 4, 2, 23314
34694000, 33064700, 660, 29, Os, 47, 8140, -9, 4, 2, 23316
34694000, 33064700, 660, 29, Os, 47, 8140, -12, 4, 2, 23318
34694000, 33064700, 660, 29, Os, 47, 8140, -361, 4, 2, 23320
34694000, 33064700, 660, 29, Os, 47, 8140, -533, 4, 2, 23322
34694000, 33064700, 660, 28, Os, 47, 8140, -34, 4, 2, 23324
34694000, 33064700, 660, 29, Os, 47, 8140, -365, 4, 2, 23326
34694000, 33064700, 660, 29, Os, 47, 8140, -66, 4, 2, 23328
34694000, 33064700, 660, 29, Os, 47, 8140, -438, 4, 2, 23330
34694000, 33064700, 660, 28, Os, 47, 8140, -15, 4, 2, 23332
34694000, 33064700, 900, 0, Mn, 0, 7420, -40800, 0, 0, 80354
34694000, 33064700, 900, 0, Mn, 0, 7420, -69600, 0, 0, 80354
34694000, 33654500, 210, 150, Ex, 341, 3800, -424, 24, 6, 100
34694000, 33654500, 210, 150, Ex, 351, 3800, -1153, 24, 6, 102
34694000, 33654500, 210, 150, Ex, 349, 3800, -605, 24, 6, 104
34694000, 33654500, 210, 149, Ex, 344, 1510, -820, 24, 6, 113
34694000, 33654500, 210, 198, Ex, 434, 1098, -841, 32, 8, 115
34694000, 33654500, 210, 355, Ex, 747, 1510, -4255, 56, 14, 117
34694000, 33654500, 210, 150, Ex, 356, 3800, -215, 24, 6, 130
34694000, 33654500, 210, 172, Ex, 381, 1510, -2392, 28, 7, 141
34694000, 33654500, 210, 198, Ex, 437, 1510, -1406, 32, 8, 143
34694000, 33654500, 210, 353, Ex, 723, 1510, -1870, 56, 14, 145
34694000, 33654500, 210, 185, Ex, 412, 6810|6820|6830|6840, -1161, 28, 7, 241
34694000, 33654500, 210, 200, Ex, 427, 1510, -1487, 32, 8, 243
34694000, 33654500, 180, 178, Ex, 416, 3800, -2531, 28, 7, 406
34694000, 33654500, 180, 177, Ex, 420, 3800, 471, 28, 7, 406
34694000, 33654500, 240, 411, Ex, 845, 3610, 301, 64, 16, 443
34694000, 33654500, 240, 409, Ex, 836, 3610, -246, 64, 16, 443
34694000, 33654500, 210, 185, Ex, 412, 6800|6820|6830|6840, -113, 28, 7, 505
34694000, 33654500, 210, 185, Ex, 412, 6810|6820|6830|6840, -57, 28, 7, 507
34694000, 33654500, 210, 200, Ex, 452, 1510, -1757, 32, 8, 509
34694000, 33654500, 210, 185, Ex, 412, 6810|6820|6830|6840, -929, 28, 7, 511
34694000, 33654500, 210, 223, Ex, 494, 1510, -426, 36, 9, 513
34694000, 33654500, 210, 185, Ex, 412, 6800|6820|6830|6840, -472, 28, 7, 515
34694000, 33654500, 210, 185, Ex, 412, 6810|6820|6830|6840, -637, 28, 7, 517
34694000, 33654500, 210, 185, Ex, 412, 6810|6820|6830|6840, -239, 28, 7, 517
34694000, 33654500, 300, 223, Ex, 487, 1510, -516, 36, 9, 545
34694000, 33654500, 210, 96, Ex, 238, 1510, -12, 16, 4, 547
34694000, 33654500, 210, 122, Ex, 289, 3800, -369, 20, 5, 590
34694000, 33654500, 300, 91, R, 215, 1510, -422, 16, 4, 641
34694000, 33654500, 300, 166, R, 358, 3620, -399, 28, 7, 821
34694000, 33654500, 300, 166, R, 359, 3620, -616, 28, 7, 823
34694000, 33654500, 300, 166, R, 359, 3620, -1122, 28, 7, 825
34694000, 33654500, 300, 166, R, 359, 3620, -1539, 28, 7, 827
34694000, 33654500, 300, 215, R, 449, 3620, -654, 36, 9, 829
34694000, 33654500, 300, 215, R, 449, 3620, -135, 36, 9, 831
34694000, 33654500, 300, 240, R, 493, 3620, -710, 40, 10, 833
34694000, 33654500, 300, 240, R, 493, 3620, -934, 40, 10, 835
34694000, 33654500, 300, 215, R, 449, 3620, -1124, 36, 9, 837
